phase,task_type,metric,source,definition,population,unit,n_total,n_success,n_measured,coverage,timing_sources,mean_ms,p50_ms,p90_ms,p95_ms,p99_ms,min_ms,max_ms
target,qa,total_duration_ms,client,"Logical task residence time including local queue, provider calls, and backoff.",latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,834105.6112069986,811046.9448744989,1589141.351695802,1682578.07395785,1757946.8579377711,1579.470124997897,1776822.6118749953
judge,conv,service_latency_ms,client,All provider requests plus retry backoff; excludes local semaphore queue.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,2179.6711426653806,1739.6494794993487,3242.4692035972844,4324.726849998479,9501.716722998346,948.6670839978615,13380.1365420004
judge,conv,request_wall_ms,client,Terminal provider request from dispatch through stream EOF.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,2179.6711426653806,1739.6494794993487,3242.4692035972844,4324.726849998479,9501.716722998346,948.6670839978615,13380.1365420004
judge,conv,request_wall_total_ms,client,Cumulative provider request wall time across all attempts.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,2179.6711426653806,1739.6494794993487,3242.4692035972844,4324.726849998479,9501.716722998346,948.6670839978615,13380.1365420004
judge,conv,ttft_ms,client_stream,Terminal request dispatch to first non-empty visible text delta.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,689.8736815599052,593.1491250012186,758.0181833000097,1062.1065626502977,3221.92051021063,383.91766700078733,5593.1515420015785
judge,conv,time_after_first_token_ms,client_stream,First visible text delta through stream EOF.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,1489.7633582674418,1126.8864999983634,2563.5625624985555,3482.114758147876,6459.684320231903,309.71912500535836,9838.427707996743
judge,conv,server_processing_ms,provider_header,Provider-reported processing duration; not pure model compute.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,422.22056892778994,336.0,455.0,615.7500000000009,2851.4100000000044,191.0,5302.0
judge,conv,queue_wait_ms,client,Cumulative local semaphore wait across attempts.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,247107.04317240856,244476.59177049718,448334.8541869018,472962.57087719894,493244.8257077687,0.0006249974831007421,497276.1795839979
judge,conv,retry_backoff_ms,client,Cumulative actual retry sleep.,latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,0.0,0.0,0.0,0.0,0.0,0.0,0.0
judge,conv,total_duration_ms,client,"Logical task residence time including local queue, provider calls, and backoff.",latest_parent_rows_with_status_ok,ms,4570,4570,4570,1.0,instrumented_stream,249286.898572589,246979.1935419962,450277.915829196,475174.4923982515,495178.89665977313,1249.495415999263,500082.13912499923
